,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,16.71749892858426,8.086894425349913,29.64619835197276,12.320226634958523,1.2333160314130973,-0.17166255357098342,-0.3487174199126311
0.5,23.780736496152542,10.190939666286367,34.0728366545632,13.248413597858994,2.341277382586116,0.057577491749675386,0.05485915858876058
0.95,30.928160834365883,13.734993163730499,39.58107974892864,14.44008818438326,3.738806702942843,0.3039790536789564,0.5952588264362388
