,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,51.2203692220225,29.28446241516217,89.33113958708061,36.79868350368659,1.1055752076353174,-0.003178564049999991,-0.2283796725
0.5,64.53696461502213,39.924362780611766,104.18200925097176,43.53277920673825,1.6209030181571287,0.38373047,0.20159531
0.95,75.89061949649613,50.82151372304198,118.78531957331924,50.33977164802208,2.343431855621139,0.7448506075,0.7657830225
