,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,29.60614487919312,19.690545942864937,54.67723466703717,23.077450522867316,1.0323744564310002,-0.68536609,-0.70642364
0.5,36.91980214182329,27.49205287202469,64.28484791400635,27.369595426164793,1.309962086025373,-0.13748474,-0.10837532
0.95,50.44156198853475,35.67505104728243,80.97535220243392,34.29986569252553,2.2503295111841966,0.24318797749999999,0.3313513275
