,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,31.17795890768724,19.53731062605269,56.91923754727564,23.86451080858526,1.0323101384037128,-0.28481314,-0.42689279
0.5,39.344216103889394,28.039370982080705,67.22014481488411,28.415861188264227,1.3700225719795227,0.053854067,0.04364856700000002
0.95,51.07415452391705,36.9500637180732,82.26557781301152,35.156230563907755,2.3390758051501095,0.51750481,0.57951772
