,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,9.844165004068223,6.70644074008581,18.75504115418193,8.068863961940195,1.0415092905488483,-0.3180958390017304,-0.39169775453810285
0.5,11.544645366879479,8.355075953162965,20.03962553207986,8.512675149744494,1.3790050183429428,-0.029536719,-0.034112439
0.95,14.842258142436648,9.756772052888456,21.93371663074217,9.08226573532618,2.1792429947114598,0.1724631,0.30198883445922337
