,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,32.578999455049555,23.748018664518682,60.890295500519464,26.11372711932156,1.024264770848726,-0.19540986,-0.37065211
0.5,39.556255169474916,31.046325468359345,70.76055359494934,30.296596150041324,1.2392754545422935,0.16089462,0.062521324
0.95,50.54853955900287,38.50009838088235,84.09666828839853,36.047652229224774,1.926096031799733,0.6277228124999996,0.5871701724999999
