,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,35.85742103462153,21.22327433594929,65.53699669474105,27.264196499289152,1.0362767340161634,-0.46548197,-0.5671714529999999
0.5,45.433840478362384,30.907066013828278,76.10707285818067,31.902049377059484,1.4298773716895858,-0.00063933025,-0.0147387725
0.95,58.99254073927906,41.12846975210534,92.0555091890709,39.22755964406987,2.5592251839464724,0.41419104199999973,0.47019425
