,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,31.392586016107565,20.991954800049623,58.47387806904155,24.73299519505742,1.0266291977290343,-0.2292572324999999,-0.40729341
0.5,37.217555343486815,28.86529975813464,65.86670480257818,28.11369046435263,1.2576441412705,0.11708571,0.048590958
0.95,46.54293780999805,35.492911064386554,76.73858520764182,33.02387500893351,2.076996631695043,0.6046213844999999,0.58202302
