,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,17.69079512148246,8.8072893512936,33.23177309192208,13.97855811695795,1.0509983630006832,-0.2736747484304575,-0.42996619917567497
0.5,23.14307747672564,13.582388255987025,37.13580244663556,15.173899595155358,1.6938060869133065,0.045554597753423104,0.020220072006306485
0.95,38.060579586547,17.642994631613874,47.7502738706408,17.2600872566098,4.228562211009547,0.5035894522339317,0.5618461003052989
