,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,17.356566215947744,10.0274249759591,32.22417309457324,13.562408834655978,1.097541972571868,-0.25172737,-0.30355456
0.5,23.038349784428508,12.533150996159792,35.6421773576813,14.519490570067083,1.8463726439259935,0.0053651212,0.034345023
0.95,28.422085339830275,16.053300418761008,39.448226486617756,15.822244962411926,2.7672053999861443,0.22304794,0.47975656
