,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,28.71318632999074,17.779335651754376,52.29130713041954,22.03782168369193,1.042420371399981,0.3113270019456045,-0.147512785
0.5,36.42389958410263,24.805748767049565,61.89059620014946,26.01181997332656,1.449905077885527,0.6740310199999999,0.3230210899195247
0.95,48.15887906950771,31.60407013768448,71.9015644181311,30.13580678876598,2.4946311026146195,0.9139370833840902,0.8286889123261797
