,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,29.025319078111295,18.61081887338725,54.79280011497708,23.1765085547376,1.0374428954925496,-0.21781159823213808,-0.3918853045154872
0.5,34.87548989958511,23.773276008505846,58.86300852733574,24.83264381183914,1.4699955608175108,0.05574712142385001,0.03513421328436392
0.95,43.13580708379989,28.89604420172556,64.2449692517139,26.965150678022447,2.271631145616646,0.4354063880825565,0.519490809395301
