,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,37.174823631878795,26.427367571625325,69.73897543579184,29.571015970116516,1.0312829645663606,-0.18841088723685545,-0.226518288
0.5,42.10397523013478,32.67322156062973,74.37040322637753,31.931000441664693,1.2864675420848855,0.037235014,0.092832565
0.95,47.98922916124736,38.03877075097452,81.25899687772598,35.09878058832896,1.7528767669384966,0.35208437194239484,0.44940445977333415
