,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,54.54196017464905,30.80055394102758,98.62466964224983,40.23434993211573,1.0359386012064284,-0.272949055,-0.397054105
0.5,67.17686009067438,47.355202765462735,114.08444112149121,48.22327651303772,1.393184194929855,0.06068531800000001,0.06528598800000002
0.95,83.26176015552656,60.689569988335336,132.37724198378015,56.789496233552185,2.530108134339572,0.5308973499999996,0.634951055
