,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,29.452368837063503,19.2337918412602,54.32879226281346,22.887525037583522,1.029445870069491,-0.43831569,-0.531760672
0.5,36.13082345277014,26.72820479384956,62.757063958046984,26.67694375332324,1.3182226024492956,-0.0009691851999999345,-0.005643283499999925
0.95,46.38528732239457,33.888866510092065,74.66062781368326,31.899733992695758,2.2079131070634266,0.40266329,0.46986285
