,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,28.7120706129438,18.35011499535996,53.39662536279236,22.547674972867743,1.0407488490844072,-0.3777779728677398,-0.4978980822194754
0.5,34.95274256399852,24.356833639215942,59.54149519179541,25.13718222120801,1.4269238772054926,0.02558336829386143,0.0044638097624753025
0.95,44.46067513650986,29.868831048489614,67.13404322177705,28.275668105269883,2.302930714495125,0.4200687812810976,0.47735639696329724
