,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,29.278851612454368,18.543169199629983,54.04003972762791,22.761776045013903,1.0511414738603235,-0.15451470153330651,-0.22336698311712222
0.5,34.975405234150216,23.607738829047435,58.84173221431927,24.811193491922868,1.4806719050750552,0.054815143,0.089766949
0.95,41.84492111619008,28.801114989299716,63.48918223738117,26.904632956467395,2.1895212005847675,0.3382178983588517,0.5321291282493398
