,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,30.549127854095023,21.434555215926963,57.9160528399383,24.757803126241942,1.0302222411494275,-0.4985735960005975,-0.5877665839151642
0.5,35.26826649752064,26.65316029316285,62.01020474672857,26.474705932438486,1.3190468558504271,-0.058698300193108975,-0.06538707289446374
0.95,42.702518102348925,30.92850305265721,67.16632414335659,28.586484058190774,1.9495695185412767,0.26198150593605796,0.31451157982527406
