,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,21.138051020610476,14.837180422605908,39.96565555658219,17.091191733949806,1.0352463773905547,-0.44819385,-0.37378118299999996
0.5,24.48202596896626,18.383466520075356,42.88073893556918,18.277041378276454,1.3207855171609832,-0.027811326,-0.0039800699
0.95,29.55747573850571,21.600443849006126,46.93939737739877,20.07095737404012,1.9522245995833445,0.23452613899999972,0.3736303115
