,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,10.246562728765639,5.603545555162483,19.02417456079791,8.07055581276951,1.0560184745138959,-0.08596228800168401,-0.4111162731083767
0.5,13.282575513226401,7.780271298997691,21.33760935581751,8.89819630125652,1.704885483612194,0.20185244,0.10849221
0.95,19.85378043636644,10.026412984788914,25.665124688213165,9.417571665292249,3.516083510401633,0.4874983941393188,0.65047699
