,Mass1,Mass2,TotMass,ChirpMass,q,spin1,spin2
unit,Msun,Msun,Msun,Msun,#,#,#
0.05,9.244053399652566,5.407008072773163,17.947552442615777,7.74393039388251,1.0336721171724745,-0.2285142582390338,-0.3519501272523614
0.5,10.958790693937528,7.59227117873219,18.627037582121552,7.924916449237694,1.444807291293053,0.044447135349899754,0.03056330069219819
0.95,16.411422516525885,8.953317417974528,21.858498091209817,8.11335754880024,3.0165988011233464,0.32888549208076423,0.5098968634585447
